, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3722, tx_frequency=868000000)
17/7/2020 2:58:34 msg Hay buena cobertura de sensor 2 10282 stats (rx_timestamp=2130758251, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3996, tx_frequency=868000000)
17/7/2020 2:58:37 msg Hay buena cobertura de sensor 2 10283 stats (rx_timestamp=2133928221, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3997, tx_frequency=868000000)
17/7/2020 2:58:40 msg Hay buena cobertura de sensor 2 10284 stats (rx_timestamp=2136624272, rssi=-107, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=3998, tx_frequency=868000000)
17/7/2020 2:58:42 msg Hay buena cobertura de sensor 2 10285 stats (rx_timestamp=2139332319, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=3999, tx_frequency=868000000)
17/7/2020 2:58:45 msg Hay buena cobertura de sensor 2 10286 stats (rx_timestamp=2142044326, rssi=-109, snr=-6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4000, tx_frequency=868000000)
17/7/2020 2:58:48 msg Hay buena cobertura de sensor 2 10287 stats (rx_timestamp=2144741295, rssi=-109, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4001, tx_frequency=868000000)
17/7/2020 2:58:50 msg Hay buena cobertura de sensor 2 10288 stats (rx_timestamp=2147447351, rssi=-109, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4002, tx_frequency=868000000)
17/7/2020 2:58:53 msg Hay buena cobertura de sensor 2 10289 stats (rx_timestamp=2150159270, rssi=-108, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4003, tx_frequency=868000000)
17/7/2020 2:58:56 msg Hay buena cobertura de sensor 2 10290 stats (rx_timestamp=2153113322, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4004, tx_frequency=868000000)
17/7/2020 2:58:59 msg Hay buena cobertura de sensor 2 10291 stats (rx_timestamp=2155968378, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4005, tx_frequency=868000000)
17/7/2020 2:59:2 msg Hay buena cobertura de sensor 2 10292 stats (rx_timestamp=2158906391, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4006, tx_frequency=868000000)
17/7/2020 2:59:10 msg Hay buena cobertura de sensor 2 10293 stats (rx_timestamp=2167285418, rssi=-108, snr=-6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4010, tx_frequency=868000000)
17/7/2020 2:59:16 msg Hay buena cobertura de sensor 2 10296 stats (rx_timestamp=2172806429, rssi=-108, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4012, tx_frequency=868000000)
17/7/2020 2:59:19 msg Hay buena cobertura de sensor 2 10298 stats (rx_timestamp=2175617436, rssi=-108, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4013, tx_frequency=868000000)
17/7/2020 2:59:21 msg Hay buena cobertura de sensor 2 10299 stats (rx_timestamp=2178345455, rssi=-107, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4014, tx_frequency=868000000)
17/7/2020 2:59:24 msg Hay buena cobertura de sensor 2 10300 stats (rx_timestamp=2181069452, rssi=-107, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4015, tx_frequency=868000000)
17/7/2020 2:59:27 msg Hay buena cobertura de sensor 2 10301 stats (rx_timestamp=2184049422, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4016, tx_frequency=868000000)
17/7/2020 2:59:30 msg Hay buena cobertura de sensor 2 10302 stats (rx_timestamp=2187223473, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4017, tx_frequency=868000000)
17/7/2020 2:59:33 msg Hay buena cobertura de sensor 2 10303 stats (rx_timestamp=2189949444, rssi=-106, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4018, tx_frequency=868000000)
17/7/2020 2:59:36 msg Hay buena cobertura de sensor 2 10304 stats (rx_timestamp=2192675450, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4019, tx_frequency=868000000)
17/7/2020 2:59:39 msg Hay buena cobertura de sensor 2 10305 stats (rx_timestamp=2195487504, rssi=-107, snr=-4.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4020, tx_frequency=868000000)
17/7/2020 2:59:41 msg Hay buena cobertura de sensor 2 10306 stats (rx_timestamp=2198175508, rssi=-109, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4021, tx_frequency=868000000)
17/7/2020 2:59:44 msg Hay buena cobertura de sensor 2 10307 stats (rx_timestamp=2200882519, rssi=-106, snr=-1.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4022, tx_frequency=868000000)
17/7/2020 2:59:47 msg Hay buena cobertura de sensor 2 10308 stats (rx_timestamp=2203584486, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4023, tx_frequency=868000000)
17/7/2020 2:59:49 msg Hay buena cobertura de sensor 2 10309 stats (rx_timestamp=2206270498, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4024, tx_frequency=868000000)
17/7/2020 2:59:52 msg Hay buena cobertura de sensor 2 10310 stats (rx_timestamp=2208965499, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4025, tx_frequency=868000000)
17/7/2020 2:59:55 msg Hay buena cobertura de sensor 2 10311 stats (rx_timestamp=2211955555, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4026, tx_frequency=868000000)
17/7/2020 3:0:5 msg Hay buena cobertura de sensor 2 10312 stats (rx_timestamp=2222150553, rssi=-108, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4030, tx_frequency=868000000)
17/7/2020 3:0:8 msg Hay buena cobertura de sensor 2 10316 stats (rx_timestamp=2224701600, rssi=-107, snr=-2.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4031, tx_frequency=868000000)
17/7/2020 3:0:10 msg Hay buena cobertura de sensor 2 10317 stats (rx_timestamp=2227251605, rssi=-107, snr=-3.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=4032, tx_frequency=868000000)
17/7/2020 3:0:13 msg Hay buena cobertura de sensor 2 10318 stats (rx_timestamp=2229797610, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4033, tx_frequency=868000000)
17/7/2020 3:0:15 msg Hay buena cobertura de sensor 2 10319 stats (rx_timestamp=2232354576, rssi=-108, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4034, tx_frequency=868000000)
17/7/2020 3:0:18 msg Hay buena cobertura de sensor 2 10320 stats (rx_timestamp=2234908631, rssi=-109, snr=-5.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4035, tx_frequency=868000000)
17/7/2020 3:2:37 msg Hay buena cobertura de sensor 2 10321 stats (rx_timestamp=2373924054, rssi=-116, snr=-8.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4092, tx_frequency=868000000)
17/7/2020 3:31:39 msg Hay buena cobertura con ramon llull 2808 stats (rx_timestamp=4115481018, rssi=-117, snr=-12.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=4807, tx_frequency=868000000)
17/7/2020 3:54:34 msg Hay buena cobertura con ramon llull 3478 stats (rx_timestamp=1195934855, rssi=-115, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=5371, tx_frequency=868000000)
17/7/2020 3:54:42 msg Hay buena cobertura con ramon llull 3553 stats (rx_timestamp=1204302928, rssi=-117, snr=-8.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=5374, tx_frequency=868000000)
17/7/2020 4:7:53 msg Hay buena cobertura con ramon llull 3555 stats (rx_timestamp=1995258409, rssi=-116, snr=-8.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=5698, tx_frequency=868000000)
17/7/2020 4:43:11 msg Hay buena cobertura con ramon llull 3744 stats (rx_timestamp=4112738119, rssi=-120, snr=-12.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=6567, tx_frequency=868000000)
17/7/2020 6:17:10 msg Hay buena cobertura con ramon llull 5549 stats (rx_timestamp=1162351064, rssi=-113, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=8880, tx_frequency=868000000)
17/7/2020 6:19:11 msg Hay buena cobertura con ramon llull 5594 stats (rx_timestamp=1283629649, rssi=-111, snr=-8.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=8930, tx_frequency=868000000)
17/7/2020 6:19:16 msg Hay buena cobertura con ramon llull 5598 stats (rx_timestamp=1287811662, rssi=-115, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=8931, tx_frequency=868000000)
17/7/2020 6:19:41 msg Hay buena cobertura con ramon llull 5627 stats (rx_timestamp=1312903774, rssi=-112, snr=-6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=8941, tx_frequency=868000000)
17/7/2020 6:19:45 msg Hay buena cobertura con ramon llull 5628 stats (rx_timestamp=1317085796, rssi=-115, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=8943, tx_frequency=868000000)
17/7/2020 6:21:25 msg Hay buena cobertura con ramon llull 5634 stats (rx_timestamp=1417450237, rssi=-113, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=8984, tx_frequency=868000000)
17/7/2020 6:23:6 msg Hay buena cobertura con ramon llull 5635 stats (rx_timestamp=1517818686, rssi=-116, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=9025, tx_frequency=868000000)
17/7/2020 6:23:10 msg Hay buena cobertura con ramon llull 5659 stats (rx_timestamp=1522000702, rssi=-116, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=9027, tx_frequency=868000000)
17/7/2020 6:23:22 msg Hay buena cobertura con ramon llull 5683 stats (rx_timestamp=1534546717, rssi=-116, snr=-8.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=9032, tx_frequency=868000000)
17/7/2020 6:25:24 msg Hay buena cobertura con ramon llull 5684 stats (rx_timestamp=1655824293, rssi=-112, snr=-6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=9081, tx_frequency=868000000)
17/7/2020 6:26:5 msg Hay buena cobertura con ramon llull 5687 stats (rx_timestamp=1697643477, rssi=-114, snr=-6.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=9098, tx_frequency=868000000)
17/7/2020 6:26:39 msg Hay buena cobertura con ramon llull 5716 stats (rx_timestamp=1731099626, rssi=-115, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=9112, tx_frequency=868000000)
17/7/2020 6:27:46 msg Hay buena cobertura con ramon llull 5726 stats (rx_timestamp=1798014926, rssi=-115, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=9139, tx_frequency=868000000)
17/7/2020 6:27:58 msg Hay buena cobertura con ramon llull 5734 stats (rx_timestamp=1810560976, rssi=-115, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=9144, tx_frequency=868000000)
17/7/2020 6:32:43 msg Hay buena cobertura con ramon llull 5750 stats (rx_timestamp=2094931241, rssi=-113, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=9260, tx_frequency=868000000)
17/7/2020 6:32:47 msg Hay buena cobertura con ramon llull 5753 stats (rx_timestamp=2099113219, rssi=-115, snr=-7.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=9262, tx_frequency=868000000)
17/7/2020 6:39:41 msg Hay buena cobertura con ramon llull 5821 stats (rx_timestamp=2513262338, rssi=-120, snr=-10.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=124, tx_counter=9431, tx_frequency=868000000)
17/7/2020 6:46:27 msg Hay buena cobertura con ramon llull 5822 stats (rx_timestamp=2919458289, rssi=-119, snr=-11.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=9597, tx_frequency=868000000)
17/7/2020 9:23:38 msg Hay buena cobertura con ramon llull 8259 stats (rx_timestamp=3759771325, rssi=-119, snr=-9.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=12716, tx_frequency=868000000)
17/7/2020 9:24:11 msg Hay buena cobertura con ramon llull 8274 stats (rx_timestamp=3793243432, rssi=-118, snr=-9.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=12716, tx_frequency=868000000)
17/7/2020 9:25:43 msg Hay buena cobertura con ramon llull 8295 stats (rx_timestamp=3885291926, rssi=-118, snr=-9.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=12716, tx_frequency=868000000)
17/7/2020 9:27:23 msg Hay buena cobertura con ramon llull 8321 stats (rx_timestamp=3985708366, rssi=-117, snr=-8.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=12716, tx_frequency=868000000)
17/7/2020 9:27:49 msg Hay buena cobertura con ramon llull 8326 stats (rx_timestamp=4010812478, rssi=-119, snr=-9.0, sfrx=7, sftx=7, tx_trials=0, tx_power=14, tx_time_on_air=129, tx_counter=12716, tx_frequency=868000000)
17/7/2020 15:6:2 msg Hay buena cobertura con ramon llull 13177 stats (rx_timestamp=2829235836, rssi=-114, snr=-6.0, 8
