in s,C1 in V
-1.98232E+01,4.63725E+00
-1.98227E+01,4.63954E+00
-1.98222E+01,4.63756E+00
-1.98217E+01,4.63588E+00
-1.98212E+01,4.62566E+00
-1.98207E+01,4.63206E+00
-1.98202E+01,4.64168E+00
-1.98197E+01,4.63573E+00
-1.98192E+01,4.64275E+00
-1.98187E+01,4.62566E+00
-1.98182E+01,4.62642E+00
-1.98176E+01,4.63100E+00
-1.98171E+01,4.64046E+00
-1.98166E+01,4.63359E+00
-1.98161E+01,4.64442E+00
-1.98156E+01,4.62169E+00
-1.98151E+01,4.63252E+00
-1.98146E+01,4.63939E+00
-1.98141E+01,4.64061E+00
-1.98136E+01,4.63847E+00
-1.98131E+01,4.63054E+00
-1.98126E+01,4.62627E+00
-1.98121E+01,4.63496E+00
-1.98116E+01,4.63725E+00
-1.98111E+01,4.63618E+00
-1.98106E+01,4.64229E+00
-1.98101E+01,4.62444E+00
-1.98096E+01,4.62733E+00
-1.98091E+01,4.64015E+00
-1.98086E+01,4.63939E+00
-1.98081E+01,4.64091E+00
-1.98076E+01,4.62672E+00
-1.98071E+01,4.62535E+00
-1.98066E+01,4.63451E+00
-1.98061E+01,4.64046E+00
-1.98056E+01,4.63206E+00
-1.98050E+01,4.64519E+00
-1.98045E+01,4.62489E+00
-1.98040E+01,4.62840E+00
-1.98035E+01,4.63634E+00
-1.98030E+01,4.64030E+00
-1.98025E+01,4.63893E+00
-1.98020E+01,4.63374E+00
-1.98015E+01,4.62276E+00
-1.98010E+01,4.63268E+00
-1.98005E+01,4.64015E+00
-1.98000E+01,4.63435E+00
-1.97995E+01,4.64137E+00
-1.97990E+01,4.62428E+00
-1.97985E+01,4.62917E+00
-1.97980E+01,4.63634E+00
-1.97975E+01,4.63786E+00
-1.97970E+01,4.63786E+00
-1.97965E+01,4.63359E+00
-1.97960E+01,4.62154E+00
-1.97955E+01,4.62825E+00
-1.97950E+01,4.63802E+00
-1.97945E+01,4.63420E+00
-1.97940E+01,4.64198E+00
-1.97935E+01,4.62306E+00
-1.97930E+01,4.62611E+00
-1.97924E+01,4.63603E+00
-1.97919E+01,4.63802E+00
-1.97914E+01,4.63115E+00
-1.97909E+01,4.63664E+00
-1.97904E+01,4.62184E+00
-1.97899E+01,4.62871E+00
-1.97894E+01,4.63649E+00
-1.97889E+01,4.63435E+00
-1.97884E+01,4.64168E+00
-1.97879E+01,4.62123E+00
-1.97874E+01,4.62444E+00
-1.97869E+01,4.63527E+00
-1.97864E+01,4.64046E+00
-1.97859E+01,4.63405E+00
-1.97854E+01,4.63924E+00
-1.97849E+01,4.62245E+00
-1.97844E+01,4.63023E+00
-1.97839E+01,4.63573E+00
-1.97834E+01,4.63618E+00
-1.97829E+01,4.64061E+00
-1.97824E+01,4.62978E+00
-1.97819E+01,4.62337E+00
-1.97814E+01,4.63420E+00
-1.97809E+01,4.64015E+00
-1.97804E+01,4.63451E+00
-1.97798E+01,4.63969E+00
-1.97793E+01,4.62306E+00
-1.97788E+01,4.62840E+00
-1.97783E+01,4.63817E+00
-1.97778E+01,4.63512E+00
-1.97773E+01,4.64015E+00
-1.97768E+01,4.62611E+00
-1.97763E+01,4.62596E+00
-1.97758E+01,4.63191E+00
-1.97753E+01,4.64122E+00
-1.97748E+01,4.63390E+00
-1.97743E+01,4.64214E+00
-1.97738E+01,4.62032E+00
-1.97733E+01,4.62947E+00
-1.97728E+01,4.63634E+00
-1.97723E+01,4.63954E+00
-1.97718E+01,4.63634E+00
-1.97713E+01,4.63329E+00
-1.97708E+01,4.62550E+00
-1.97703E+01,4.63435E+00
-1.97698E+01,4.63756E+00
-1.97693E+01,4.63557E+00
-1.97688E+01,4.64305E+00
-1.97683E+01,4.62413E+00
-1.97678E+01,4.62459E+00
-1.97672E+01,4.63680E+00
-1.97667E+01,4.63680E+00
-1.97662E+01,4.63710E+00
-1.97657E+01,4.62871E+00
-1.97652E+01,4.62550E+00
-1.97647E+01,4.62993E+00
-1.97642E+01,4.64168E+00
-1.97637E+01,4.63283E+00
-1.97632E+01,4.64259E+00
-1.97627E+01,4.62215E+00
-1.97622E+01,4.62733E+00
-1.97617E+01,4.63283E+00
-1.97612E+01,4.64015E+00
-1.97607E+01,4.63451E+00
-1.97602E+01,4.63924E+00
-1.97597E+01,4.62138E+00
-1.97592E+01,4.63283E+00
-1.97587E+01,4.64015E+00
-1.97582E+01,4.63756E+00
-1.97577E+01,4.63969E+00
-1.97572E+01,4.62718E+00
-1.97567E+01,4.62657E+00
-1.97562E+01,4.63725E+00
-1.97557E+01,4.63756E+00
-1.97552E+01,4.63603E+00
-1.97546E+01,4.63847E+00
-1.97541E+01,4.62337E+00
-1.97536E+01,4.62810E+00
-1.97531E+01,4.64137E+00
-1.97526E+01,4.63954E+00
-1.97521E+01,4.64458E+00
-1.97516E+01,4.62337E+00
-1.97511E+01,4.62718E+00
-1.97506E+01,4.63512E+00
-1.97501E+01,4.64244E+00
-1.97496E+01,4.63069E+00
-1.97491E+01,4.64442E+00
-1.97486E+01,4.62550E+00
-1.97481E+01,4.63283E+00
-1.97476E+01,4.63603E+00
-1.97471E+01,4.63863E+00
-1.97466E+01,4.64046E+00
-1.97461E+01,4.62947E+00
-1.97456E+01,4.62154E+00
-1.97451E+01,4.63359E+00
-1.97446E+01,4.63878E+00
-1.97441E+01,4.63390E+00
-1.97436E+01,4.63939E+00
-1.97431E+01,4.62413E+00
-1.97426E+01,4.62962E+00
-1.97420E+01,4.63878E+00
-1.97415E+01,4.63786E+00
-1.97410E+01,4.64107E+00
-1.97405E+01,4.62978E+00
-1.97400E+01,4.62398E+00
-1.97395E+01,4.63115E+00
-1.97390E+01,4.64168E+00
-1.97385E+01,4.63481E+00
-1.97380E+01,4.64458E+00
-1.97375E+01,4.62367E+00
-1.97370E+01,4.63100E+00
-1.97365E+01,4.63847E+00
-1.97360E+01,4.63985E+00
-1.97355E+01,4.63695E+00
-1.97350E+01,4.63481E+00
-1.97345E+01,4.62413E+00
-1.97340E+01,4.63145E+00
-1.97335E+01,4.63710E+00
-1.97330E+01,4.63359E+00
-1.97325E+01,4.64244E+00
-1.97320E+01,4.62215E+00
-1.97315E+01,4.62718E+00
-1.97310E+01,4.63847E+00
-1.97305E+01,4.64122E+00
-1.97300E+01,4.63603E+00
-1.97294E+01,4.63344E+00
-1.97289E+01,4.62383E+00
-1.97284E+01,4.63252E+00
-1.97279E+01,4.63863E+00
-1.97274E+01,4.63451E+00
-1.97269E+01,4.64381E+00
-1.97264E+01,4.62642E+00
-1.97259E+01,4.62672E+00
-1.97254E+01,4.63618E+00
-1.97249E+01,4.64183E+00
-1.97244E+01,4.63634E+00
-1.97239E+01,4.63878E+00
-1.97234E+01,4.62337E+00
-1.97229E+01,4.63084E+00
-1.97224E+01,4.63924E+00
-1.97219E+01,4.63435E+00
-1.97214E+01,4.64107E+00
-1.97209E+01,4.62566E+00
-1.97204E+01,4.62825E+00
-1.97199E+01,4.63283E+00
-1.97194E+01,4.63985E+00
-1.97189E+01,4.63390E+00
-1.97184E+01,4.63924E+00
-1.97179E+01,4.61909E+00
-1.97174E+01,4.62856E+00
-1.97168E+01,4.63741E+00
-1.97163E+01,4.63695E+00
-1.97158E+01,4.63802E+00
-1.97153E+01,4.62779E+00
-1.97148E+01,4.62444E+00
-1.97143E+01,4.63512E+00
-1.97138E+01,4.63786E+00
-1.97133E+01,4.63359E+00
-1.97128E+01,4.64229E+00
-1.97123E+01,4.62276E+00
-1.97118E+01,4.62566E+00
-1.97113E+01,4.63664E+00
-1.97108E+01,4.63618E+00
-1.97103E+01,4.64107E+00
-1.97098E+01,4.62535E+00
-1.97093E+01,4.62520E+00
-1.97088E+01,4.63512E+00
-1.97083E+01,4.64122E+00
-1.97078E+01,4.63161E+00
-1.97073E+01,4.64183E+00
-1.97068E+01,4.62138E+00
-1.97063E+01,4.62749E+00
-1.97058E+01,4.63329E+00
-1.97053E+01,4.63786E+00
-1.97048E+01,4.63680E+00
-1.97042E+01,4.63390E+00
-1.97037E+01,4.62123E+00
-1.97032E+01,4.63374E+00
-1.97027E+01,4.63863E+00
-1.97022E+01,4.63512E+00
-1.97017E+01,4.64030E+00
-1.97012E+01,4.62444E+00
-1.97007E+01,4.62718E+00
-1.97002E+01,4.63664E+00
-1.96997E+01,4.63542E+00
-1.96992E+01,4.63695E+00
-1.96987E+01,4.63176E+00
-1.96982E+01,4.62459E+00
-1.96977E+01,4.63115E+00
-1.96972E+01,4.64259E+00
-1.96967E+01,4.63618E+00
-1.96962E+01,4.64320E+00
-1.96957E+01,4.61971E+00
-1.96952E+01,4.62688E+00
-1.96947E+01,4.63496E+00
-1.96942E+01,4.63939E+00
-1.96937E+01,4.63145E+00
-1.96932E+01,4.64046E+00
-1.96927E+01,4.62489E+00
-1.96922E+01,4.63268E+00
-1.96916E+01,4.63695E+00
-1.96911E+01,4.63878E+00
-1.96906E+01,4.64290E+00
-1.96901E+01,4.62794E+00
-1.96896E+01,4.62337E+00
-1.96891E+01,4.63664E+00
-1.96886E+01,4.64076E+00
-1.96881E+01,4.63588E+00
-1.96876E+01,4.63557E+00
-1.96871E+01,4.62520E+00
-1.96866E+01,4.63145E+00
-1.96861E+01,4.64122E+00
-1.96856E+01,4.63557E+00
-1.96851E+01,4.64244E+00
-1.96846E+01,4.62611E+00
-1.96841E+01,4.62550E+00
-1.96836E+01,4.63023E+00
-1.96831E+01,4.63954E+00
-1.96826E+01,4.63344E+00
-1.96821E+01,4.64458E+00
-1.96816E+01,4.62291E+00
-1.96811E+01,4.63222E+00
-1.96806E+01,4.63985E+00
-1.96801E+01,4.63985E+00
-1.96796E+01,4.63817E+00
-1.96790E+01,4.63069E+00
-1.96785E+01,4.62581E+00
-1.96780E+01,4.63420E+00
-1.96775E+01,4.63802E+00
-1.96770E+01,4.63405E+00
-1.96765E+01,4.64183E+00
-1.96760E+01,4.62306E+00
-1.96755E+01,4.62871E+00
-1.96750E+01,4.63954E+00
-1.96745E+01,4.64046E+00
-1.96740E+01,4.63908E+00
-1.96735E+01,4.62856E+00
-1.96730E+01,4.62444E+00
-1.96725E+01,4.63252E+00
-1.96720E+01,4.63924E+00
-1.96715E+01,4.63313E+00
-1.96710E+01,4.64442E+00
-1.96705E+01,4.62596E+00
-1.96700E+01,4.62932E+00
-1.96695E+01,4.63725E+00
-1.96690E+01,4.64183E+00
-1.96685E+01,4.63954E+00
-1.96680E+01,4.63512E+00
-1.96675E+01,4.62306E+00
-1.96670E+01,4.63206E+00
-1.96664E+01,4.63985E+00
-1.96659E+01,4.63283E+00
-1.96654E+01,4.64015E+00
-1.96649E+01,4.62032E+00
-1.96644E+01,4.62810E+00
-1.96639E+01,4.63542E+00
-1.96634E+01,4.63786E+00
-1.96629E+01,4.63573E+00
-1.96624E+01,4.63481E+00
-1.96619E+01,4.62001E+00
-1.96614E+01,4.62672E+00
-1.96609E+01,4.63603E+00
-1.96604E+01,4.63390E+00
-1.96599E+01,4.64015E+00
-1.96594E+01,4.62474E+00
-1.96589E+01,4.62535E+00
-1.96584E+01,4.63618E+00
-1.96579E+01,4.63863E+00
-1.96574E+01,4.63405E+00
-1.96569E+01,4.63969E+00
-1.96564E+01,4.62306E+00
-1.96559E+01,4.62749E+00
-1.96554E+01,4.63786E+00
-1.96549E+01,4.63588E+00
-1.96544E+01,4.64244E+00
-1.96538E+01,4.62383E+00
-1.96533E+01,4.62688E+00
-1.96528E+01,4.63542E+00
-1.96523E+01,4.64137E+00
-1.96518E+01,4.63298E+00
-1.96513E+01,4.64000E+00
-1.96508E+01,4.62154E+00
-1.96503E+01,4.62993E+00
-1.96498E+01,4.63451E+00
-1.96493E+01,4.63725E+00
-1.96488E+01,4.64107E+00
-1.96483E+01,4.63130E+00
-1.96478E+01,4.62352E+00
-1.96473E+01,4.63527E+00
-1.96468E+01,4.63969E+00
-1.96463E+01,4.63435E+00
-1.96458E+01,4.63939E+00
-1.96453E+01,4.62337E+00
-1.96448E+01,4.62840E+00
-1.96443E+01,4.63756E+00
-1.96438E+01,4.63451E+00
-1.96433E+01,4.63924E+00
-1.96428E+01,4.62718E+00
-1.96423E+01,4.62489E+00
-1.96418E+01,4.63054E+00
-1.96412E+01,4.64122E+00
-1.96407E+01,4.63557E+00
-1.96402E+01,4.64320E+00
-1.96397E+01,4.61803E+00
-1.96392E+01,4.62764E+00
-1.96387E+01,4.63603E+00
-1.96382E+01,4.63802E+00
-1.96377E+01,4.63405E+00
-1.96372E+01,4.63634E+00
-1.96367E+01,4.62489E+00
-1.96362E+01,4.63374E+00
-1.96357E+01,4.63664E+00
-1.96352E+01,4.63603E+00
-1.96347E+01,4.64229E+00
-1.96342E+01,4.62321E+00
-1.96337E+01,4.62138E+00
-1.96332E+01,4.63512E+00
-1.96327E+01,4.63756E+00
-1.96322E+01,4.63603E+00
-1.96317E+01,4.63023E+00
-1.96312E+01,4.62352E+00
-1.96307E+01,4.63023E+00
-1.96302E+01,4.63985E+00
-1.96297E+01,4.63237E+00
-1.96292E+01,4.64183E+00
-1.96286E+01,4.62276E+00
-1.96281E+01,4.62535E+00
-1.96276E+01,4.63100E+00
-1.96271E+01,4.63893E+00
-1.96266E+01,4.63268E+00
-1.96261E+01,4.64198E+00
-1.96256E+01,4.62169E+00
-1.96251E+01,4.63268E+00
-1.96246E+01,4.63939E+00
-1.96241E+01,4.63817E+00
-1.96236E+01,4.63878E+00
-1.96231E+01,4.62794E+00
-1.96226E+01,4.62566E+00
-1.96221E+01,4.63542E+00
-1.96216E+01,4.63603E+00
-1.96211E+01,4.63466E+00
-1.96206E+01,4.63969E+00
-1.96201E+01,4.62291E+00
-1.96196E+01,4.62657E+00
-1.96191E+01,4.63893E+00
-1.96186E+01,4.63756E+00
-1.96181E+01,4.63969E+00
-1.96176E+01,4.62352E+00
-1.96171E+01,4.62505E+00
-1.96166E+01,4.63298E+00
-1.96160E+01,4.63786E+00
-1.96155E+01,4.63069E+00
-1.96150E+01,4.64381E+00
-1.96145E+01,4.62489E+00
-1.96140E+01,4.63023E+00
-1.96135E+01,4.63695E+00
-1.96130E+01,4.63939E+00
-1.96125E+01,4.64015E+00
-1.96120E+01,4.63145E+00
-1.96115E+01,4.62276E+00
-1.96110E+01,4.63313E+00
-1.96105E+01,4.63969E+00
-1.96100E+01,4.63344E+00
-1.96095E+01,4.64091E+00
-1.96090E+01,4.62260E+00
-1.96085E+01,4.62871E+00
-1.96080E+01,4.63634E+00
-1.96075E+01,4.63786E+00
-1.96070E+01,4.63969E+00
-1.96065E+01,4.63161E+00
-1.96060E+01,4.62108E+00
-1.96055E+01,4.62993E+00
-1.96050E+01,4.63802E+00
-1.96045E+01,4.63268E+00
