in s,C1 in V
-4.34298E+00,4.66502E+00
-4.34288E+00,4.66075E+00
-4.34278E+00,4.65450E+00
-4.34268E+00,4.66960E+00
-4.34258E+00,4.67708E+00
-4.34248E+00,4.68028E+00
-4.34238E+00,4.66640E+00
-4.34228E+00,4.65862E+00
-4.34218E+00,4.65465E+00
-4.34208E+00,4.65144E+00
-4.34198E+00,4.65190E+00
-4.34188E+00,4.65205E+00
-4.34178E+00,4.64488E+00
-4.34167E+00,4.65480E+00
-4.34157E+00,4.65419E+00
-4.34147E+00,4.65862E+00
-4.34137E+00,4.66045E+00
-4.34127E+00,4.66273E+00
-4.34117E+00,4.66472E+00
-4.34107E+00,4.66548E+00
-4.34097E+00,4.66823E+00
-4.34087E+00,4.67021E+00
-4.34077E+00,4.66594E+00
-4.34067E+00,4.67052E+00
-4.34057E+00,4.66029E+00
-4.34046E+00,4.66960E+00
-4.34036E+00,4.66716E+00
-4.34026E+00,4.66518E+00
-4.34016E+00,4.66167E+00
-4.34006E+00,4.65862E+00
-4.33996E+00,4.66518E+00
-4.33986E+00,4.68211E+00
-4.33976E+00,4.67693E+00
-4.33966E+00,4.66930E+00
-4.33956E+00,4.65709E+00
-4.33946E+00,4.65480E+00
-4.33936E+00,4.65221E+00
-4.33926E+00,4.65144E+00
-4.33915E+00,4.65144E+00
-4.33905E+00,4.65160E+00
-4.33895E+00,4.65358E+00
-4.33885E+00,4.65511E+00
-4.33875E+00,4.65236E+00
-4.33865E+00,4.65862E+00
-4.33855E+00,4.65099E+00
-4.33845E+00,4.66243E+00
-4.33835E+00,4.66304E+00
-4.33825E+00,4.66487E+00
-4.33815E+00,4.66640E+00
-4.33805E+00,4.66579E+00
-4.33794E+00,4.66808E+00
-4.33784E+00,4.66808E+00
-4.33774E+00,4.65862E+00
-4.33764E+00,4.66426E+00
-4.33754E+00,4.66106E+00
-4.33744E+00,4.65923E+00
-4.33734E+00,4.65587E+00
-4.33724E+00,4.66060E+00
-4.33714E+00,4.67326E+00
-4.33704E+00,4.68608E+00
