in s,C2 in V
1.702620E+00,-1.54633E-02
1.702824E+00,-1.51581E-02
1.703028E+00,-1.47003E-02
1.703232E+00,-1.65314E-02
1.703436E+00,-1.63788E-02
1.703640E+00,-1.66840E-02
1.703844E+00,-1.62262E-02
1.704048E+00,-1.65314E-02
1.704252E+00,-1.74469E-02
1.704456E+00,-1.66840E-02
1.704660E+00,-1.62262E-02
1.704864E+00,-1.60736E-02
1.705068E+00,-1.59210E-02
1.705272E+00,-1.56158E-02
1.705476E+00,-1.66840E-02
1.705680E+00,-1.68365E-02
1.705884E+00,-1.59210E-02
1.706088E+00,-1.68365E-02
1.706292E+00,-1.48529E-02
1.706496E+00,-1.53107E-02
1.706700E+00,-1.51581E-02
1.706904E+00,-1.43951E-02
1.707108E+00,-1.40900E-02
1.707312E+00,-1.43951E-02
1.707516E+00,-1.48529E-02
1.707720E+00,-1.40900E-02
1.707924E+00,-1.48529E-02
1.708128E+00,-1.37848E-02
1.708332E+00,-1.47003E-02
1.708536E+00,-1.45477E-02
1.708740E+00,-1.33270E-02
1.708944E+00,-1.43951E-02
1.709148E+00,-1.47003E-02
1.709352E+00,-1.47003E-02
1.709556E+00,-1.56158E-02
1.709760E+00,-1.51581E-02
1.709964E+00,-1.50055E-02
1.710168E+00,-1.34796E-02
1.710372E+00,-1.39374E-02
1.710576E+00,-1.48529E-02
1.710780E+00,-1.47003E-02
1.710984E+00,-1.59210E-02
1.711188E+00,-1.42426E-02
1.711392E+00,-1.48529E-02
1.711596E+00,-1.43951E-02
1.711800E+00,-1.37848E-02
1.712004E+00,-1.42426E-02
1.712208E+00,-1.48529E-02
1.712412E+00,-1.50055E-02
1.712616E+00,-1.51581E-02
1.712820E+00,-1.50055E-02
1.713024E+00,-1.56158E-02
1.713228E+00,-1.51581E-02
1.713432E+00,-1.54633E-02
1.713636E+00,-1.56158E-02
1.713840E+00,-1.42426E-02
1.714044E+00,-1.59210E-02
1.714248E+00,-1.48529E-02
1.714452E+00,-1.57684E-02
1.714656E+00,-1.47003E-02
1.714860E+00,-1.53107E-02
1.715064E+00,-1.59210E-02
1.715268E+00,-1.54633E-02
1.715472E+00,-1.50055E-02
1.715676E+00,-1.53107E-02
1.715880E+00,-1.56158E-02
1.716084E+00,-1.51581E-02
1.716288E+00,-1.43951E-02
1.716492E+00,-1.43951E-02
1.716696E+00,-1.45477E-02
1.716900E+00,-1.47003E-02
1.717104E+00,-1.51581E-02
1.717308E+00,-1.43951E-02
1.717512E+00,-1.53107E-02
1.717716E+00,-1.51581E-02
1.717920E+00,-1.43951E-02
1.718124E+00,-1.42426E-02
1.718328E+00,-1.54633E-02
1.718532E+00,-1.53107E-02
1.718736E+00,-1.45477E-02
1.718940E+00,-1.39374E-02
1.719144E+00,-1.45477E-02
1.719348E+00,-1.42426E-02
1.719552E+00,-1.48529E-02
1.719756E+00,-1.48529E-02
1.719960E+00,-1.39374E-02
1.720164E+00,-1.45477E-02
1.720368E+00,-1.42426E-02
1.720572E+00,-1.42426E-02
1.720776E+00,-1.33270E-02
1.720980E+00,-1.45477E-02
1.721184E+00,-1.53107E-02
1.721388E+00,-1.54633E-02
1.721592E+00,-1.54633E-02
1.721796E+00,-1.59210E-02
1.722000E+00,-1.62262E-02
1.722204E+00,-1.63788E-02
1.722408E+00,-1.59210E-02
1.722612E+00,-1.47003E-02
1.722816E+00,-1.60736E-02
1.723020E+00,-1.48529E-02
1.723224E+00,-1.59210E-02
1.723428E+00,-1.65314E-02
1.723632E+00,-1.57684E-02
1.723836E+00,-1.53107E-02
1.724040E+00,-1.63788E-02
1.724244E+00,-1.68365E-02
1.724448E+00,-1.65314E-02
1.724652E+00,-1.68365E-02
1.724856E+00,-1.57684E-02
1.725060E+00,-1.53107E-02
1.725264E+00,-1.57684E-02
1.725468E+00,-1.59210E-02
1.725672E+00,-1.57684E-02
1.725876E+00,-1.57684E-02
1.726080E+00,-1.51581E-02
1.726284E+00,-1.48529E-02
1.726488E+00,-1.43951E-02
1.726692E+00,-1.50055E-02
1.726896E+00,-1.50055E-02
1.727100E+00,-1.56158E-02
1.727304E+00,-1.50055E-02
1.727508E+00,-1.56158E-02
1.727712E+00,-1.47003E-02
1.727916E+00,-1.39374E-02
1.728120E+00,-1.42426E-02
1.728324E+00,-1.48529E-02
1.728528E+00,-1.56158E-02
1.728732E+00,-1.37848E-02
1.728936E+00,-1.50055E-02
1.729140E+00,-1.53107E-02
1.729344E+00,-1.42426E-02
1.729548E+00,-1.48529E-02
1.729752E+00,-1.43951E-02
1.729956E+00,-1.53107E-02
1.730160E+00,-1.56158E-02
1.730364E+00,-1.56158E-02
1.730568E+00,-1.53107E-02
1.730772E+00,-1.47003E-02
1.730976E+00,-1.54633E-02
1.731180E+00,-1.53107E-02
1.731384E+00,-1.39374E-02
1.731588E+00,-1.36322E-02
1.731792E+00,-1.42426E-02
1.731996E+00,-1.36322E-02
1.732200E+00,-1.48529E-02
1.732404E+00,-1.39374E-02
1.732608E+00,-1.39374E-02
1.732812E+00,-1.40900E-02
1.733016E+00,-1.30219E-02
1.733220E+00,-1.27167E-02
1.733424E+00,-1.43951E-02
1.733628E+00,-1.43951E-02
1.733832E+00,-1.53107E-02
1.734036E+00,-1.53107E-02
1.734240E+00,-1.47003E-02
1.734444E+00,-1.48529E-02
1.734648E+00,-1.50055E-02
1.734852E+00,-1.45477E-02
1.735056E+00,-1.48529E-02
1.735260E+00,-1.56158E-02
1.735464E+00,-1.59210E-02
1.735668E+00,-1.63788E-02
1.735872E+00,-1.60736E-02
1.736076E+00,-1.62262E-02
1.736280E+00,-1.65314E-02
1.736484E+00,-1.63788E-02
1.736688E+00,-1.59210E-02
1.736892E+00,-1.60736E-02
1.737096E+00,-1.57684E-02
1.737300E+00,-1.63788E-02
1.737504E+00,-1.60736E-02
1.737708E+00,-1.51581E-02
1.737912E+00,-1.57684E-02
1.738116E+00,-1.59210E-02
1.738320E+00,-1.59210E-02
1.738524E+00,-1.60736E-02
1.738728E+00,-1.57684E-02
1.738932E+00,-1.54633E-02
1.739136E+00,-1.59210E-02
1.739340E+00,-1.57684E-02
1.739544E+00,-1.63788E-02
1.739748E+00,-1.59210E-02
1.739952E+00,-1.48529E-02
1.740156E+00,-1.54633E-02
1.740360E+00,-1.47003E-02
1.740564E+00,-1.66840E-02
1.740768E+00,-1.57684E-02
1.740972E+00,-1.57684E-02
1.741176E+00,-1.60736E-02
1.741380E+00,-1.60736E-02
1.741584E+00,-1.66840E-02
1.741788E+00,-1.54633E-02
1.741992E+00,-1.51581E-02
1.742196E+00,-1.51581E-02
1.742400E+00,-1.54633E-02
1.742604E+00,-1.56158E-02
1.742808E+00,-1.57684E-02
1.743012E+00,-1.59210E-02
1.743216E+00,-1.57684E-02
1.743420E+00,-1.54633E-02
1.743624E+00,-1.56158E-02
1.743828E+00,-1.50055E-02
1.744032E+00,-1.40900E-02
1.744236E+00,-1.43951E-02
1.744440E+00,-1.51581E-02
1.744644E+00,-1.51581E-02
1.744848E+00,-1.54633E-02
1.745052E+00,-1.48529E-02
1.745256E+00,-1.43951E-02
1.745460E+00,-1.48529E-02
1.745664E+00,-1.50055E-02
1.745868E+00,-1.53107E-02
1.746072E+00,-1.51581E-02
1.746276E+00,-1.50055E-02
1.746480E+00,-1.48529E-02
1.746684E+00,-1.43951E-02
1.746888E+00,-1.42426E-02
1.747092E+00,-1.48529E-02
1.747296E+00,-1.43951E-02
1.747500E+00,-1.51581E-02
1.747704E+00,-1.56158E-02
1.747908E+00,-1.59210E-02
1.748112E+00,-1.53107E-02
1.748316E+00,-1.50055E-02
1.748520E+00,-1.62262E-02
1.748724E+00,-1.63788E-02
1.748928E+00,-1.54633E-02
1.749132E+00,-1.53107E-02
1.749336E+00,-1.53107E-02
1.749540E+00,-1.54633E-02
1.749744E+00,-1.47003E-02
1.749948E+00,-1.45477E-02
1.750152E+00,-1.43951E-02
1.750356E+00,-1.42426E-02
1.750560E+00,-1.48529E-02
1.750764E+00,-1.47003E-02
1.750968E+00,-1.50055E-02
1.751172E+00,-1.48529E-02
1.751376E+00,-1.39374E-02
1.751580E+00,-1.40900E-02
1.751784E+00,-1.50055E-02
1.751988E+00,-1.40900E-02
1.752192E+00,-1.53107E-02
1.752396E+00,-1.51581E-02
1.752600E+00,-1.43951E-02
1.752804E+00,-1.39374E-02
1.753008E+00,-1.45477E-02
1.753212E+00,-1.40900E-02
1.753416E+00,-1.36322E-02
1.753620E+00,-1.37848E-02
1.753824E+00,-1.40900E-02
1.754028E+00,-1.42426E-02
1.754232E+00,-1.42426E-02
1.754436E+00,-1.48529E-02
1.754640E+00,-1.42426E-02
1.754844E+00,-1.39374E-02
1.755048E+00,-1.36322E-02
1.755252E+00,-1.28693E-02
1.755456E+00,-1.27167E-02
1.755660E+00,-1.25641E-02
1.755864E+00,-1.28693E-02
1.756068E+00,-1.31744E-02
1.756272E+00,-1.33270E-02
1.756476E+00,-1.42426E-02
1.756680E+00,-1.39374E-02
1.756884E+00,-1.31744E-02
1.757088E+00,-1.40900E-02
1.757292E+00,-1.45477E-02
1.757496E+00,-1.40900E-02
1.757700E+00,-1.33270E-02
1.757904E+00,-1.36322E-02
1.758108E+00,-1.42426E-02
1.758312E+00,-1.43951E-02
1.758516E+00,-1.34796E-02
1.758720E+00,-1.28693E-02
1.758924E+00,-1.28693E-02
1.759128E+00,-1.33270E-02
1.759332E+00,-1.25641E-02
1.759536E+00,-1.31744E-02
1.759740E+00,-1.34796E-02
1.759944E+00,-1.36322E-02
1.760148E+00,-1.43951E-02
1.760352E+00,-1.54633E-02
1.760556E+00,-1.65314E-02
1.760760E+00,-1.56158E-02
1.760964E+00,-1.47003E-02
1.761168E+00,-1.42426E-02
1.761372E+00,-1.42426E-02
1.761576E+00,-1.48529E-02
1.761780E+00,-1.47003E-02
1.761984E+00,-1.28693E-02
1.762188E+00,-1.37848E-02
1.762392E+00,-1.42426E-02
1.762596E+00,-1.42426E-02
1.762800E+00,-1.40900E-02
1.763004E+00,-1.34796E-02
1.763208E+00,-1.37848E-02
1.763412E+00,-1.37848E-02
1.763616E+00,-1.37848E-02
1.763820E+00,-1.36322E-02
1.764024E+00,-1.34796E-02
1.764228E+00,-1.40900E-02
1.764432E+00,-1.43951E-02
1.764636E+00,-1.48529E-02
1.764840E+00,-1.48529E-02
1.765044E+00,-1.45477E-02
1.765248E+00,-1.47003E-02
1.765452E+00,-1.53107E-02
1.765656E+00,-1.48529E-02
1.765860E+00,-1.43951E-02
1.766064E+00,-1.37848E-02
1.766268E+00,-1.42426E-02
1.766472E+00,-1.39374E-02
1.766676E+00,-1.43951E-02
1.766880E+00,-1.47003E-02
1.767084E+00,-1.43951E-02
1.767288E+00,-1.40900E-02
